cell_id,city,lat_min,lat_max,lon_min,lon_max,center_lat,center_lon,is_syndicate_hub,atm_count,dist_hub_km,dist_atm_km,is_urban,hist_withdrawal_count_30d,hist_withdrawal_amount_30d,hist_unique_cases,avg_withdrawal_amount,weekend_ratio,peak_hour,city_complaints,historical_withdrawal_count,historical_withdrawal_amount,recent_7d_count,is_high_risk,nearest_atms,model_probability,dbscan_cluster_weight,historical_density,final_score
CELL_0086,Chennai,13.08,13.1,80.32,80.34,13.09,80.33,1,0,6.47,2.16,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_089', 'ATM_090', 'ATM_088']",0.0037,0.4413,0.0,0.1342
CELL_0034,Bengaluru,12.96,12.98,77.64,77.66,12.97,77.65,1,0,6.01,2.57,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_057', 'ATM_063', 'ATM_068']",0.0036,0.4412,0.0,0.1342
CELL_0360,Mumbai,19.08,19.1,72.92,72.94,19.09,72.93,0,0,616.66,2.27,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_122', 'ATM_130', 'ATM_120']",0.0002,0.4463,0.0,0.134
CELL_0387,Nellore,14.38,14.4,79.96,79.98,14.39,79.97,1,0,6.11,2.56,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_119', 'ATM_116', 'ATM_110']",0.0119,0.4263,0.0,0.1338
CELL_0106,Coimbatore,11.02,11.04,76.96,76.98,11.03,76.97,0,0,226.33,1.87,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_144', 'ATM_147', 'ATM_145']",0.0051,0.434,0.0,0.1327
CELL_0036,Bengaluru,12.96,12.98,77.68,77.7,12.97,77.69,1,0,10.34,1.84,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_057', 'ATM_063', 'ATM_068']",0.0062,0.425,0.0,0.1306
CELL_0367,Mumbai,19.12,19.14,72.82,72.84,19.13,72.83,0,0,628.0,2.51,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_125', 'ATM_133']",0.0002,0.4328,0.0,0.1299
CELL_0059,Bengaluru,13.02,13.04,77.6,77.62,13.03,77.61,1,0,6.7,2.6,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_060', 'ATM_055', 'ATM_061']",0.0035,0.4202,0.0,0.1278
CELL_0353,Mumbai,19.06,19.08,72.9,72.92,19.07,72.91,0,0,618.02,1.99,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_120', 'ATM_130', 'ATM_122']",0.0003,0.4224,0.0,0.1269
CELL_0355,Mumbai,19.08,19.1,72.82,72.84,19.09,72.83,0,0,626.71,2.58,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_133', 'ATM_129', 'ATM_124']",0.0002,0.4224,0.0,0.1268
CELL_0364,Mumbai,19.1,19.12,72.88,72.9,19.11,72.89,0,0,621.33,2.59,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_130', 'ATM_122', 'ATM_125']",0.0002,0.4193,0.0,0.1259
CELL_0375,Mumbai,19.14,19.16,72.86,72.88,19.15,72.87,0,0,624.65,2.61,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_125', 'ATM_129', 'ATM_127']",0.0002,0.4186,0.0,0.1257
CELL_0118,Gurugram,28.42,28.44,77.04,77.06,28.43,77.05,1,0,4.0,1.42,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_014', 'ATM_009', 'ATM_005']",0.0185,0.3868,0.0,0.1253
CELL_0204,Jamtara,23.94,23.96,86.82,86.84,23.95,86.83,1,0,3.08,1.34,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_037', 'ATM_034', 'ATM_036']",0.0125,0.3962,0.0,0.1251
CELL_0237,Kolar,13.14,13.16,78.16,78.18,13.15,78.17,1,0,4.36,2.17,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_106', 'ATM_102', 'ATM_105']",0.0054,0.4071,0.0,0.1248
CELL_0099,Coimbatore,10.98,11.0,76.98,77.0,10.99,76.99,0,0,229.95,2.06,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_147', 'ATM_144', 'ATM_146']",0.0043,0.4079,0.0,0.1245
CELL_0266,Kolkata,22.58,22.6,88.32,88.34,22.59,88.33,0,0,218.22,2.19,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_136', 'ATM_140']",0.0032,0.4072,0.0,0.1238
CELL_0361,Mumbai,19.1,19.12,72.82,72.84,19.11,72.83,0,0,627.35,2.67,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_133', 'ATM_124']",0.0002,0.4113,0.0,0.1235
CELL_0275,Kolkata,22.6,22.62,88.38,88.4,22.61,88.39,0,0,221.12,2.7,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_137', 'ATM_141', 'ATM_140']",0.0021,0.4063,0.0,0.1229
CELL_0060,Bengaluru,13.02,13.04,77.62,77.64,13.03,77.63,1,0,7.54,2.72,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_060', 'ATM_063', 'ATM_055']",0.0031,0.4045,0.0,0.1229
CELL_0153,Hyderabad,17.34,17.36,78.46,78.48,17.35,78.47,1,0,4.28,2.76,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_074', 'ATM_077', 'ATM_072']",0.0059,0.3979,0.0,0.1223
CELL_0077,Chennai,13.06,13.08,80.3,80.32,13.07,80.31,1,0,4.48,1.46,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_089', 'ATM_096', 'ATM_093']",0.0065,0.3966,0.0,0.1222
CELL_0184,Hyderabad,17.42,17.44,78.52,78.54,17.43,78.53,1,0,6.79,2.78,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_084', 'ATM_079', 'ATM_083']",0.0057,0.3958,0.0,0.1216
CELL_0198,Jamtara,23.92,23.94,86.78,86.8,23.93,86.79,1,0,3.84,1.76,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_032', 'ATM_038', 'ATM_031']",0.009,0.3878,0.0,0.1208
CELL_0215,Kochi,9.92,9.94,76.28,76.3,9.93,76.29,0,0,366.87,2.45,0,0,0.0,0,0.0,0.0,15,37,0,0.0,0,0,"['ATM_150', 'ATM_149', 'ATM_148']",0.0006,0.4009,0.0,0.1206
CELL_0143,Gurugram,28.5,28.52,77.06,77.08,28.51,77.07,1,0,7.04,2.81,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_004', 'ATM_002', 'ATM_011']",0.0061,0.3911,0.0,0.1204
CELL_0333,Mumbai,19.0,19.02,72.86,72.88,19.01,72.87,0,0,620.17,1.62,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_128', 'ATM_123', 'ATM_131']",0.0004,0.3994,0.0,0.12
CELL_0282,Kolkata,22.64,22.66,88.28,88.3,22.65,88.29,0,0,210.62,2.79,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_143', 'ATM_134', 'ATM_136']",0.0021,0.3952,0.0,0.1196
CELL_0125,Gurugram,28.44,28.46,77.06,77.08,28.45,77.07,1,0,4.37,2.86,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_002', 'ATM_005', 'ATM_009']",0.006,0.3857,0.0,0.1187
CELL_0163,Hyderabad,17.36,17.38,78.52,78.54,17.37,78.53,1,0,4.89,2.48,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_071', 'ATM_081', 'ATM_073']",0.0073,0.383,0.0,0.1186
CELL_0003,Bengaluru,12.9,12.92,77.56,77.58,12.91,77.57,1,0,7.35,2.57,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_056', 'ATM_066', 'ATM_064']",0.0035,0.3893,0.0,0.1185
CELL_0280,Kolkata,22.62,22.64,88.36,88.38,22.63,88.37,0,0,218.1,2.82,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_137', 'ATM_142', 'ATM_134']",0.0019,0.3905,0.0,0.1181
CELL_0071,Chennai,13.04,13.06,80.34,80.36,13.05,80.35,1,0,9.33,2.83,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_090', 'ATM_089', 'ATM_096']",0.0022,0.3889,0.0,0.1178
CELL_0279,Kolkata,22.62,22.64,88.34,88.36,22.63,88.35,0,0,216.6,2.57,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_142', 'ATM_134', 'ATM_137']",0.0024,0.3867,0.0,0.1172
CELL_0209,Jamtara,23.98,24.0,86.76,86.78,23.99,86.77,1,0,4.53,2.54,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_042', 'ATM_040', 'ATM_035']",0.0049,0.3812,0.0,0.1168
CELL_0211,Jamtara,23.98,24.0,86.8,86.82,23.99,86.81,1,0,3.14,1.62,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_042', 'ATM_033', 'ATM_035']",0.0101,0.3725,0.0,0.1168
CELL_0405,Nellore,14.46,14.48,79.92,79.94,14.47,79.93,1,0,6.8,2.94,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_111', 'ATM_112', 'ATM_114']",0.0088,0.3743,0.0,0.1167
CELL_0346,Mumbai,19.04,19.06,72.88,72.9,19.05,72.89,0,0,619.4,1.73,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_131', 'ATM_121', 'ATM_120']",0.0004,0.3862,0.0,0.1161
CELL_0194,Jamtara,23.9,23.92,86.78,86.8,23.91,86.79,1,0,5.98,2.9,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_038', 'ATM_032', 'ATM_031']",0.0036,0.3811,0.0,0.1161
CELL_0092,Chennai,13.1,13.12,80.28,80.3,13.11,80.29,1,0,3.69,2.21,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_088', 'ATM_098', 'ATM_094']",0.0036,0.3811,0.0,0.1161
CELL_0407,Nellore,14.46,14.48,79.96,79.98,14.47,79.97,1,0,3.53,2.28,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_112', 'ATM_114', 'ATM_117']",0.015,0.3593,0.0,0.1153
CELL_0284,Kolkata,22.64,22.66,88.32,88.34,22.65,88.33,0,0,213.58,2.9,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_143', 'ATM_134', 'ATM_142']",0.0019,0.3799,0.0,0.1149
CELL_0026,Bengaluru,12.94,12.96,77.66,77.68,12.95,77.67,1,0,8.52,2.64,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_057', 'ATM_068', 'ATM_063']",0.0033,0.3769,0.0,0.1147
CELL_0244,Kolar,13.16,13.18,78.18,78.2,13.17,78.19,1,0,7.3,2.93,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_105', 'ATM_102', 'ATM_106']",0.0029,0.3758,0.0,0.1142
CELL_0404,Nellore,14.44,14.46,80.0,80.02,14.45,80.01,1,0,2.66,1.88,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_113', 'ATM_115', 'ATM_110']",0.0206,0.3458,0.0,0.114
CELL_0028,Bengaluru,12.96,12.98,77.52,77.54,12.97,77.53,1,0,7.0,2.95,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_059', 'ATM_070', 'ATM_061']",0.0026,0.3743,0.0,0.1136
CELL_0133,Gurugram,28.48,28.5,76.98,77.0,28.49,76.99,1,0,4.93,2.89,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_007', 'ATM_011', 'ATM_012']",0.0058,0.3681,0.0,0.1133
CELL_0348,Mumbai,19.04,19.06,72.92,72.94,19.05,72.93,0,0,615.37,2.28,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_120', 'ATM_126', 'ATM_130']",0.0002,0.3727,0.0,0.1119
CELL_0251,Kolkata,22.52,22.54,88.38,88.4,22.53,88.39,0,0,227.29,2.16,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_138', 'ATM_135', 'ATM_141']",0.0031,0.3661,0.0,0.1114
CELL_0191,Hyderabad,17.44,17.46,78.52,78.54,17.45,78.53,1,0,8.56,3.04,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_079', 'ATM_084', 'ATM_083']",0.0046,0.3632,0.0,0.1113
CELL_0231,Kolar,13.12,13.14,78.16,78.18,13.13,78.17,1,0,4.11,2.67,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_106', 'ATM_108', 'ATM_105']",0.0037,0.3639,0.0,0.111
CELL_0294,Mewat,28.08,28.1,76.96,76.98,28.09,76.97,1,0,3.24,1.31,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_048', 'ATM_043', 'ATM_052']",0.0107,0.35,0.0,0.1104
CELL_0366,Mumbai,19.1,19.12,72.92,72.94,19.11,72.93,0,0,617.31,2.83,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_122', 'ATM_130', 'ATM_127']",0.0001,0.3624,0.0,0.1088
CELL_0107,Coimbatore,11.02,11.04,76.98,77.0,11.03,76.99,0,0,225.69,2.88,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_144', 'ATM_147', 'ATM_145']",0.0023,0.3577,0.0,0.1085
CELL_0234,Kolar,13.14,13.16,78.1,78.12,13.15,78.11,1,0,2.91,1.55,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_100', 'ATM_104', 'ATM_101']",0.0089,0.3459,0.0,0.1082
CELL_0336,Mumbai,19.0,19.02,72.92,72.94,19.01,72.93,0,0,614.11,3.06,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_120', 'ATM_131']",0.0001,0.3606,0.0,0.1082
CELL_0158,Hyderabad,17.36,17.38,78.42,78.44,17.37,78.43,1,0,6.24,3.13,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_074', 'ATM_085', 'ATM_078']",0.0044,0.3519,0.0,0.1078
CELL_0046,Bengaluru,13.0,13.02,77.52,77.54,13.01,77.53,1,0,8.2,2.26,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_062', 'ATM_070', 'ATM_061']",0.0045,0.3511,0.0,0.1076
CELL_0017,Bengaluru,12.92,12.94,77.66,77.68,12.93,77.67,1,0,9.39,3.11,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_057', 'ATM_067']",0.0023,0.3549,0.0,0.1076
CELL_0223,Kolar,13.1,13.12,78.12,78.14,13.11,78.13,1,0,2.87,1.41,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_103', 'ATM_109', 'ATM_108']",0.0099,0.3418,0.0,0.1075
CELL_0049,Bengaluru,13.0,13.02,77.58,77.6,13.01,77.59,1,0,4.3,3.03,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_061', 'ATM_060', 'ATM_055']",0.0025,0.3539,0.0,0.1074
CELL_0064,Chennai,13.04,13.06,80.2,80.22,13.05,80.21,1,0,7.51,2.22,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_095', 'ATM_086', 'ATM_097']",0.0035,0.352,0.0,0.1073
CELL_0149,Hyderabad,17.32,17.34,78.52,78.54,17.33,78.53,1,0,7.65,3.02,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_080', 'ATM_081', 'ATM_072']",0.0047,0.3472,0.0,0.1065
CELL_0053,Bengaluru,13.0,13.02,77.66,77.68,13.01,77.67,1,0,9.22,2.26,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_063', 'ATM_057', 'ATM_060']",0.0045,0.3464,0.0,0.1062
CELL_0056,Bengaluru,13.02,13.04,77.54,77.56,13.03,77.55,1,0,8.09,1.5,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_062', 'ATM_070', 'ATM_061']",0.0082,0.3378,0.0,0.1054
CELL_0352,Mumbai,19.06,19.08,72.88,72.9,19.07,72.89,0,0,620.03,2.77,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_120', 'ATM_130', 'ATM_121']",0.0002,0.351,0.0,0.1054
CELL_0356,Mumbai,19.08,19.1,72.84,72.86,19.09,72.85,0,0,624.7,3.14,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_133', 'ATM_124', 'ATM_129']",0.0001,0.351,0.0,0.1053
CELL_0270,Kolkata,22.6,22.62,88.28,88.3,22.61,88.29,0,0,213.74,3.17,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_143', 'ATM_136', 'ATM_134']",0.0015,0.3479,0.0,0.1051
CELL_0334,Mumbai,19.0,19.02,72.88,72.9,19.01,72.89,0,0,618.15,3.16,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_126', 'ATM_128', 'ATM_123']",0.0001,0.3488,0.0,0.1047
CELL_0097,Coimbatore,10.98,11.0,76.94,76.96,10.99,76.95,0,0,231.23,2.51,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_146', 'ATM_147', 'ATM_144']",0.003,0.3433,0.0,0.1045
CELL_0374,Mumbai,19.14,19.16,72.84,72.86,19.15,72.85,0,0,626.66,3.17,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_129', 'ATM_125', 'ATM_127']",0.0001,0.348,0.0,0.1044
CELL_0188,Hyderabad,17.44,17.46,78.46,78.48,17.45,78.47,1,0,7.44,3.27,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_079', 'ATM_083']",0.0039,0.3368,0.0,0.103
CELL_0072,Chennai,13.06,13.08,80.2,80.22,13.07,80.21,1,0,6.72,2.33,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_095', 'ATM_097', 'ATM_086']",0.0032,0.3378,0.0,0.1029
CELL_0304,Mewat,28.12,28.14,76.96,76.98,28.13,76.97,1,0,3.39,3.06,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_050', 'ATM_044', 'ATM_052']",0.0027,0.336,0.0,0.1022
CELL_0037,Bengaluru,12.98,13.0,77.52,77.54,12.99,77.53,1,0,7.29,2.86,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_070', 'ATM_062', 'ATM_059']",0.0028,0.3361,0.0,0.1022
CELL_0187,Hyderabad,17.44,17.46,78.44,78.46,17.45,78.45,1,0,8.21,3.3,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_079', 'ATM_078']",0.0038,0.3337,0.0,0.102
CELL_0315,Mumbai,18.94,18.96,72.86,72.88,18.95,72.87,0,0,618.36,3.24,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_123']",0.0001,0.3396,0.0,0.1019
CELL_0430,Noida,28.52,28.54,77.34,77.36,28.53,77.35,1,0,4.05,1.31,0,0,0.0,0,0.0,0.0,15,39,0,0.0,0,0,"['ATM_019', 'ATM_025', 'ATM_017']",0.0168,0.3066,0.0,0.1004
CELL_0179,Hyderabad,17.42,17.44,78.42,78.44,17.43,78.43,1,0,7.82,3.35,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_078', 'ATM_085']",0.0036,0.3282,0.0,0.1003
CELL_0321,Mumbai,18.96,18.98,72.86,72.88,18.97,72.87,0,0,618.95,3.29,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_123']",0.0001,0.3336,0.0,0.1001
CELL_0132,Gurugram,28.48,28.5,76.96,76.98,28.49,76.97,1,0,6.49,2.94,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_007', 'ATM_012', 'ATM_011']",0.0056,0.3227,0.0,0.0996
CELL_0070,Chennai,13.04,13.06,80.32,80.34,13.05,80.33,1,0,7.38,3.35,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_090', 'ATM_089', 'ATM_096']",0.0014,0.3267,0.0,0.0987
CELL_0332,Mumbai,19.0,19.02,72.84,72.86,19.01,72.85,0,0,622.19,1.66,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_128', 'ATM_123', 'ATM_131']",0.0004,0.3277,0.0,0.0985
CELL_0245,Kolar,13.16,13.18,78.2,78.22,13.17,78.21,1,0,9.22,3.37,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_105', 'ATM_102', 'ATM_106']",0.002,0.3247,0.0,0.0984
CELL_0265,Kolkata,22.58,22.6,88.3,88.32,22.59,88.31,0,0,216.77,2.91,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_136', 'ATM_134', 'ATM_142']",0.0018,0.3246,0.0,0.0983
CELL_0052,Bengaluru,13.0,13.02,77.64,77.66,13.01,77.65,1,0,7.37,2.7,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_063', 'ATM_060', 'ATM_057']",0.0032,0.3223,0.0,0.0983
CELL_0249,Kolkata,22.52,22.54,88.34,88.36,22.53,88.35,0,0,224.4,3.23,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_138', 'ATM_135', 'ATM_140']",0.0014,0.3251,0.0,0.0982
CELL_0219,Kochi,9.96,9.98,76.24,76.26,9.97,76.25,0,0,364.5,3.31,0,0,0.0,0,0.0,0.0,15,37,0,0.0,0,0,"['ATM_149', 'ATM_148', 'ATM_150']",0.0003,0.3264,0.0,0.0981
CELL_0057,Bengaluru,13.02,13.04,77.56,77.58,13.03,77.57,1,0,7.02,2.66,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_062', 'ATM_061', 'ATM_070']",0.0033,0.3201,0.0,0.0977
CELL_0224,Kolar,13.1,13.12,78.14,78.16,13.11,78.15,1,0,3.43,2.37,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_108', 'ATM_109', 'ATM_103']",0.0046,0.317,0.0,0.0974
CELL_0382,Mumbai,19.16,19.18,72.88,72.9,19.17,72.89,0,0,623.32,3.26,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_127', 'ATM_125', 'ATM_129']",0.0001,0.3231,0.0,0.097
CELL_0080,Chennai,13.08,13.1,80.2,80.22,13.09,80.21,1,0,6.62,2.8,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_097', 'ATM_095', 'ATM_091']",0.0022,0.3191,0.0,0.0968
CELL_0096,Coimbatore,10.98,11.0,76.92,76.94,10.99,76.93,0,0,231.9,2.86,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_146', 'ATM_145', 'ATM_144']",0.0023,0.318,0.0,0.0966
CELL_0396,Nellore,14.42,14.44,79.94,79.96,14.43,79.95,1,0,4.17,2.23,0,0,0.0,0,0.0,0.0,15,46,0,0.0,0,0,"['ATM_114', 'ATM_117', 'ATM_112']",0.0156,0.2956,0.0,0.0965
CELL_0033,Bengaluru,12.96,12.98,77.62,77.64,12.97,77.63,1,0,3.84,2.84,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_058', 'ATM_068', 'ATM_067']",0.0029,0.3163,0.0,0.0963
CELL_0069,Chennai,13.04,13.06,80.3,80.32,13.05,80.31,1,0,5.6,2.79,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_096', 'ATM_092', 'ATM_093']",0.0023,0.3152,0.0,0.0957
CELL_0302,Mewat,28.1,28.12,77.02,77.04,28.11,77.03,1,0,3.43,1.54,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_046', 'ATM_053', 'ATM_045']",0.0089,0.3041,0.0,0.0957
CELL_0139,Gurugram,28.5,28.52,76.98,77.0,28.51,76.99,1,0,6.66,3.49,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_011', 'ATM_007', 'ATM_001']",0.0036,0.3123,0.0,0.0955
CELL_0091,Chennai,13.1,13.12,80.26,80.28,13.11,80.27,1,0,3.04,1.57,0,0,0.0,0,0.0,0.0,15,30,0,0.0,0,0,"['ATM_094', 'ATM_091', 'ATM_098']",0.006,0.3077,0.0,0.0953
CELL_0172,Hyderabad,17.4,17.42,78.42,78.44,17.41,78.43,1,0,6.63,3.5,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_082', 'ATM_078', 'ATM_085']",0.0033,0.3119,0.0,0.0952
CELL_0165,Hyderabad,17.38,17.4,78.42,78.44,17.39,78.43,1,0,6.04,3.62,0,0,0.0,0,0.0,0.0,15,40,0,0.0,0,0,"['ATM_078', 'ATM_085', 'ATM_082']",0.003,0.3053,0.0,0.0931
CELL_0354,Mumbai,19.06,19.08,72.92,72.94,19.07,72.93,0,0,616.01,3.01,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_120', 'ATM_122', 'ATM_130']",0.0001,0.3101,0.0,0.0931
CELL_0011,Bengaluru,12.92,12.94,77.54,77.56,12.93,77.55,1,0,6.69,3.07,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_064', 'ATM_069', 'ATM_059']",0.0024,0.3059,0.0,0.093
CELL_0326,Mumbai,18.98,19.0,72.84,72.86,18.99,72.85,0,0,621.58,3.55,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_123']",0.0001,0.3064,0.0,0.092
CELL_0241,Kolar,13.16,13.18,78.12,78.14,13.17,78.13,1,0,3.82,2.54,0,0,0.0,0,0.0,0.0,15,34,0,0.0,0,0,"['ATM_107', 'ATM_102', 'ATM_104']",0.0041,0.3,0.0,0.092
CELL_0254,Kolkata,22.54,22.56,88.32,88.34,22.55,88.33,0,0,221.37,3.59,0,0,0.0,0,0.0,0.0,15,43,0,0.0,0,0,"['ATM_139', 'ATM_140', 'ATM_135']",0.001,0.302,0.0,0.0911
CELL_0325,Mumbai,18.98,19.0,72.82,72.84,18.99,72.83,0,0,623.61,3.6,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_132', 'ATM_128', 'ATM_123']",0.0001,0.3014,0.0,0.0905
CELL_0212,Jamtara,23.98,24.0,86.82,86.84,23.99,86.83,1,0,4.11,1.7,0,0,0.0,0,0.0,0.0,15,36,0,0.0,0,0,"['ATM_033', 'ATM_036', 'ATM_037']",0.0094,0.2855,0.0,0.0903
CELL_0007,Bengaluru,12.9,12.92,77.64,77.66,12.91,77.65,1,0,9.11,3.63,0,0,0.0,0,0.0,0.0,15,33,0,0.0,0,0,"['ATM_068', 'ATM_067', 'ATM_066']",0.0015,0.2977,0.0,0.0901
CELL_0112,Gurugram,28.4,28.42,77.04,77.06,28.41,77.05,1,0,5.96,2.81,0,0,0.0,0,0.0,0.0,15,41,0,0.0,0,0,"['ATM_014', 'ATM_009', 'ATM_008']",0.0062,0.2894,0.0,0.0899
