account_id,account_type,account_age_days,kyc_match_score,device_id,avg_monthly_income,risk_label,city,syndicate_id
L00454,CURRENT,1453,0.87,DEV_LEGIT_0258,118080,0,Gurugram,
L00455,CURRENT,1026,0.99,DEV_LEGIT_0821,36236,0,Kochi,
L00456,SAVINGS,974,0.91,DEV_LEGIT_0248,44340,0,Gurugram,
L00457,SAVINGS,1456,0.99,DEV_LEGIT_0449,135268,0,Mewat,
L00458,CURRENT,2458,0.88,DEV_LEGIT_0083,159405,0,Mewat,
L00459,SAVINGS,1206,0.85,DEV_LEGIT_0176,115212,0,Gurugram,
L00460,CURRENT,1729,0.99,DEV_LEGIT_0419,115293,0,Kolar,
L00461,CURRENT,2791,0.96,DEV_LEGIT_0271,36675,0,Jamtara,
L00462,SAVINGS,407,0.95,DEV_LEGIT_0248,79774,0,Mewat,
L00463,SAVINGS,2451,0.88,DEV_LEGIT_0212,197331,0,Jamtara,
L00464,CURRENT,1388,0.89,DEV_LEGIT_0480,74665,0,Hyderabad,
L00465,SAVINGS,1166,0.86,DEV_LEGIT_0069,119903,0,Nellore,
L00466,SAVINGS,695,0.94,DEV_LEGIT_0830,103857,0,Noida,
L00467,CURRENT,1938,0.91,DEV_LEGIT_0503,126297,0,Kolar,
L00468,SAVINGS,2799,0.94,DEV_LEGIT_0319,172433,0,Mewat,
L00469,CURRENT,2164,0.86,DEV_LEGIT_0888,103655,0,Hyderabad,
L00470,SAVINGS,659,0.89,DEV_LEGIT_0073,103163,0,Coimbatore,
L00471,CURRENT,2238,0.97,DEV_LEGIT_0694,119053,0,Mumbai,
L00472,CURRENT,2535,0.96,DEV_LEGIT_0445,114106,0,Kochi,
L00473,SAVINGS,2007,0.99,DEV_LEGIT_0420,46841,0,Kolkata,
L00474,SAVINGS,2924,0.92,DEV_LEGIT_0866,39053,0,Jamtara,
L00475,SAVINGS,499,0.86,DEV_LEGIT_0772,125852,0,Kolar,
L00476,SAVINGS,1187,0.96,DEV_LEGIT_0836,37126,0,Kolar,
L00477,SAVINGS,1729,0.87,DEV_LEGIT_0121,48041,0,Coimbatore,
L00478,CURRENT,606,0.98,DEV_LEGIT_0714,185613,0,Coimbatore,
L00479,SAVINGS,1328,0.89,DEV_LEGIT_0596,92314,0,Noida,
L00480,SAVINGS,1110,0.93,DEV_LEGIT_0444,101023,0,Kochi,
L00481,SAVINGS,2565,0.97,DEV_LEGIT_0319,74971,0,Jamtara,
L00482,CURRENT,1936,0.94,DEV_LEGIT_0567,104101,0,Mumbai,
L00483,CURRENT,2509,0.9,DEV_LEGIT_0314,202158,0,Noida,
L00484,SAVINGS,2959,0.9,DEV_LEGIT_0006,131495,0,Kolar,
L00485,SAVINGS,2877,0.9,DEV_LEGIT_0261,120441,0,Gurugram,
L00486,SAVINGS,2869,0.87,DEV_LEGIT_0414,159624,0,Mumbai,
L00487,SAVINGS,859,0.92,DEV_LEGIT_0653,114477,0,Kolar,
L00488,SAVINGS,814,0.93,DEV_LEGIT_0247,181044,0,Nellore,
L00489,SAVINGS,653,0.9,DEV_LEGIT_0606,111627,0,Bengaluru,
L00490,CURRENT,998,0.9,DEV_LEGIT_0416,54488,0,Bengaluru,
L00491,SAVINGS,1622,0.94,DEV_LEGIT_0932,80390,0,Coimbatore,
L00492,SAVINGS,511,0.9,DEV_LEGIT_0247,173637,0,Mewat,
L00493,SAVINGS,1897,0.91,DEV_LEGIT_0664,174465,0,Noida,
L00494,SAVINGS,2742,0.91,DEV_LEGIT_0481,174415,0,Kolar,
L00495,SAVINGS,1887,0.93,DEV_LEGIT_0925,141450,0,Coimbatore,
L00496,SAVINGS,569,0.95,DEV_LEGIT_0093,126705,0,Nellore,
L00497,SAVINGS,1220,0.95,DEV_LEGIT_0317,73156,0,Mewat,
L00498,CURRENT,1395,0.97,DEV_LEGIT_0325,211016,0,Noida,
L00499,SAVINGS,893,0.98,DEV_LEGIT_0193,159550,0,Coimbatore,
L00500,SAVINGS,2391,0.95,DEV_LEGIT_0387,81855,0,Kochi,
L00501,SAVINGS,1461,0.93,DEV_LEGIT_0025,189681,0,Mumbai,
L00502,CURRENT,2837,0.92,DEV_LEGIT_0505,96721,0,Nellore,
L00503,SAVINGS,703,0.97,DEV_LEGIT_0745,109845,0,Kolar,
L00504,SAVINGS,906,0.95,DEV_LEGIT_0783,37869,0,Kochi,
L00505,SAVINGS,2946,0.92,DEV_LEGIT_0384,68618,0,Noida,
L00506,CURRENT,1096,0.93,DEV_LEGIT_0872,216615,0,Kochi,
L00507,SAVINGS,2969,1.0,DEV_LEGIT_0082,77836,0,Kolar,
L00508,SAVINGS,2735,0.88,DEV_LEGIT_0221,99846,0,Kochi,
L00509,SAVINGS,2986,0.91,DEV_LEGIT_0832,103354,0,Gurugram,
L00510,SAVINGS,2508,0.85,DEV_LEGIT_0843,75268,0,Kolkata,
L00511,CURRENT,2760,0.94,DEV_LEGIT_0062,52643,0,Chennai,
L00512,SAVINGS,2320,0.96,DEV_LEGIT_0504,142987,0,Bengaluru,
L00513,SAVINGS,2218,0.97,DEV_LEGIT_0869,130831,0,Nellore,
L00514,SAVINGS,1599,0.94,DEV_LEGIT_0721,172316,0,Kolkata,
L00515,SAVINGS,584,0.91,DEV_LEGIT_0583,64355,0,Noida,
L00516,CURRENT,2177,0.95,DEV_LEGIT_0400,199488,0,Chennai,
L00517,SAVINGS,2070,0.91,DEV_LEGIT_0485,166863,0,Nellore,
L00518,SAVINGS,1447,0.88,DEV_LEGIT_0528,145957,0,Kolkata,
L00519,SAVINGS,1014,0.93,DEV_LEGIT_0386,69765,0,Gurugram,
L00520,SAVINGS,2808,0.92,DEV_LEGIT_0593,118393,0,Bengaluru,
L00521,CURRENT,748,0.93,DEV_LEGIT_0318,133651,0,Hyderabad,
L00522,CURRENT,2473,0.9,DEV_LEGIT_0195,84859,0,Noida,
L00523,SAVINGS,1287,0.94,DEV_LEGIT_0156,83957,0,Bengaluru,
L00524,CURRENT,2800,0.92,DEV_LEGIT_0437,216911,0,Kolkata,
L00525,CURRENT,2752,0.91,DEV_LEGIT_0340,114984,0,Nellore,
L00526,SAVINGS,2946,0.86,DEV_LEGIT_0769,197649,0,Hyderabad,
L00527,CURRENT,2202,0.95,DEV_LEGIT_0675,94760,0,Coimbatore,
L00528,SAVINGS,819,1.0,DEV_LEGIT_0056,187701,0,Jamtara,
L00529,SAVINGS,1570,0.96,DEV_LEGIT_0258,213943,0,Bengaluru,
L00530,CURRENT,663,0.99,DEV_LEGIT_0027,183249,0,Jamtara,
L00531,CURRENT,729,0.92,DEV_LEGIT_0573,140665,0,Coimbatore,
L00532,SAVINGS,2269,0.99,DEV_LEGIT_0400,199966,0,Chennai,
L00533,CURRENT,2359,0.85,DEV_LEGIT_0917,49841,0,Nellore,
L00534,SAVINGS,530,0.85,DEV_LEGIT_0501,204571,0,Mumbai,
L00535,CURRENT,2316,0.87,DEV_LEGIT_0433,129652,0,Kolar,
L00536,SAVINGS,1596,0.91,DEV_LEGIT_0442,109431,0,Kochi,
L00537,SAVINGS,1961,0.95,DEV_LEGIT_0339,170605,0,Chennai,
L00538,SAVINGS,1664,0.94,DEV_LEGIT_0450,195655,0,Kochi,
L00539,CURRENT,2952,0.93,DEV_LEGIT_0651,74152,0,Hyderabad,
L00540,SAVINGS,1950,0.95,DEV_LEGIT_0563,183816,0,Hyderabad,
L00541,CURRENT,1402,0.86,DEV_LEGIT_0468,119131,0,Bengaluru,
L00542,SAVINGS,2110,0.87,DEV_LEGIT_0914,206133,0,Coimbatore,
L00543,SAVINGS,1813,0.95,DEV_LEGIT_0940,215235,0,Kolar,
L00544,SAVINGS,2239,0.96,DEV_LEGIT_0182,184897,0,Mumbai,
L00545,SAVINGS,770,0.92,DEV_LEGIT_0193,158535,0,Kolkata,
L00546,CURRENT,798,0.97,DEV_LEGIT_0093,147794,0,Mewat,
L00547,SAVINGS,1684,0.97,DEV_LEGIT_0043,212770,0,Noida,
L00548,SAVINGS,454,0.91,DEV_LEGIT_0643,63432,0,Mumbai,
L00549,CURRENT,2222,0.99,DEV_LEGIT_0805,142890,0,Hyderabad,
L00550,SAVINGS,1417,0.91,DEV_LEGIT_0876,50644,0,Mewat,
L00551,SAVINGS,2851,0.98,DEV_LEGIT_0640,156923,0,Kochi,
L00552,SAVINGS,1319,0.98,DEV_LEGIT_0519,71380,0,Hyderabad,
L00553,CURRENT,1899,0.87,DEV_LEGIT_0181,72102,0,Kolar,
L00554,CURRENT,2139,0.94,DEV_LEGIT_0805,149513,0,Kolar,
L00555,CURRENT,2778,0.9,DEV_LEGIT_0207,47398,0,Nellore,
L00556,SAVINGS,1289,0.86,DEV_LEGIT_0631,106335,0,Bengaluru,
L00557,SAVINGS,2982,0.88,DEV_LEGIT_0946,121784,0,Kolkata,
L00558,CURRENT,928,0.92,DEV_LEGIT_0358,133028,0,Gurugram,
L00559,CURRENT,2196,0.87,DEV_LEGIT_0805,36610,0,Hyderabad,
L00560,CURRENT,474,0.94,DEV_LEGIT_0919,75645,0,Kolkata,
L00561,SAVINGS,403,0.9,DEV_LEGIT_0568,100433,0,Jamtara,
L00562,SAVINGS,2513,0.88,DEV_LEGIT_0013,201174,0,Hyderabad,
L00563,SAVINGS,2795,1.0,DEV_LEGIT_0338,85202,0,Mewat,
L00564,SAVINGS,375,0.93,DEV_LEGIT_0790,183703,0,Kolkata,
L00565,SAVINGS,1654,0.93,DEV_LEGIT_0453,61654,0,Kochi,
L00566,SAVINGS,2216,0.92,DEV_LEGIT_0355,50220,0,Mumbai,
L00567,CURRENT,1189,0.96,DEV_LEGIT_0247,87155,0,Kolkata,
L00568,SAVINGS,1477,0.94,DEV_LEGIT_0226,158434,0,Mumbai,
L00569,SAVINGS,2518,0.9,DEV_LEGIT_0936,134534,0,Kolar,
L00570,SAVINGS,2805,0.99,DEV_LEGIT_0679,37927,0,Coimbatore,
L00571,SAVINGS,2613,0.92,DEV_LEGIT_0082,124388,0,Mumbai,
L00572,SAVINGS,591,0.97,DEV_LEGIT_0211,57798,0,Chennai,
L00573,SAVINGS,2757,0.93,DEV_LEGIT_0807,202110,0,Gurugram,
L00574,CURRENT,1617,0.93,DEV_LEGIT_0877,171204,0,Chennai,
L00575,SAVINGS,1995,0.91,DEV_LEGIT_0188,214493,0,Mewat,
L00576,SAVINGS,2060,0.89,DEV_LEGIT_0072,59355,0,Noida,
L00577,SAVINGS,2122,0.98,DEV_LEGIT_0120,125791,0,Mewat,
L00578,CURRENT,770,0.94,DEV_LEGIT_0758,141673,0,Coimbatore,
L00579,SAVINGS,2597,0.97,DEV_LEGIT_0247,81767,0,Bengaluru,
L00580,SAVINGS,1063,0.9,DEV_LEGIT_0906,169950,0,Hyderabad,
L00581,CURRENT,672,0.95,DEV_LEGIT_0349,75793,0,Chennai,
L00582,SAVINGS,1984,0.89,DEV_LEGIT_0766,83700,0,Kochi,
L00583,SAVINGS,640,0.91,DEV_LEGIT_0525,77930,0,Mewat,
L00584,SAVINGS,1275,0.88,DEV_LEGIT_0932,89380,0,Coimbatore,
L00585,CURRENT,473,0.99,DEV_LEGIT_0328,147839,0,Hyderabad,
L00586,SAVINGS,1145,0.92,DEV_LEGIT_0315,121265,0,Nellore,
L00587,SAVINGS,1251,0.92,DEV_LEGIT_0473,114547,0,Coimbatore,
L00588,SAVINGS,377,0.97,DEV_LEGIT_0913,108605,0,Hyderabad,
L00589,SAVINGS,1559,0.85,DEV_LEGIT_0094,72822,0,Hyderabad,
L00590,SAVINGS,1855,0.94,DEV_LEGIT_0567,203462,0,Kochi,
L00591,CURRENT,929,0.86,DEV_LEGIT_0714,41458,0,Gurugram,
L00592,CURRENT,2082,1.0,DEV_LEGIT_0417,182261,0,Noida,
L00593,SAVINGS,1653,0.9,DEV_LEGIT_0843,121151,0,Mumbai,
L00594,SAVINGS,1317,0.88,DEV_LEGIT_0237,205637,0,Mewat,
L00595,SAVINGS,1247,0.96,DEV_LEGIT_0268,58214,0,Bengaluru,
L00596,SAVINGS,2918,0.95,DEV_LEGIT_0273,139669,0,Coimbatore,
L00597,CURRENT,706,0.86,DEV_LEGIT_0407,38543,0,Mewat,
L00598,SAVINGS,2100,0.97,DEV_LEGIT_0192,78368,0,Mumbai,
L00599,SAVINGS,1838,0.95,DEV_LEGIT_0139,207642,0,Nellore,
L00600,SAVINGS,1394,0.95,DEV_LEGIT_0668,93746,0,Kolar,
L00601,CURRENT,2589,0.89,DEV_LEGIT_0550,213221,0,Kolkata,
L00602,SAVINGS,1341,0.96,DEV_LEGIT_0308,150197,0,Hyderabad,
L00603,CURRENT,2664,0.9,DEV_LEGIT_0494,49603,0,Chennai,
L00604,SAVINGS,574,1.0,DEV_LEGIT_0796,135085,0,Chennai,
L00605,SAVINGS,2782,0.99,DEV_LEGIT_0460,46434,0,Kolkata,
L00606,SAVINGS,548,0.94,DEV_LEGIT_0137,62837,0,Bengaluru,
L00607,SAVINGS,1967,0.89,DEV_LEGIT_0654,122127,0,Coimbatore,
L00608,CURRENT,516,0.97,DEV_LEGIT_0073,175053,0,Chennai,
L00609,CURRENT,1551,0.88,DEV_LEGIT_0464,157751,0,Kolkata,
L00610,SAVINGS,2763,0.9,DEV_LEGIT_0282,175130,0,Kolkata,
L00611,SAVINGS,2595,0.87,DEV_LEGIT_0132,116410,0,Coimbatore,
L00612,SAVINGS,513,0.91,DEV_LEGIT_0578,188725,0,Hyderabad,
L00613,SAVINGS,2409,0.93,DEV_LEGIT_0726,88269,0,Mumbai,
L00614,CURRENT,1312,0.96,DEV_LEGIT_0143,151964,0,Mumbai,
L00615,SAVINGS,2482,0.99,DEV_LEGIT_0889,98632,0,Mumbai,
L00616,SAVINGS,455,0.99,DEV_LEGIT_0303,186881,0,Mewat,
L00617,SAVINGS,556,0.98,DEV_LEGIT_0726,108910,0,Noida,
L00618,CURRENT,2915,0.89,DEV_LEGIT_0345,179297,0,Coimbatore,
L00619,SAVINGS,675,0.9,DEV_LEGIT_0890,52051,0,Mewat,
L00620,SAVINGS,949,0.98,DEV_LEGIT_0870,179947,0,Kolkata,
L00621,SAVINGS,2442,0.98,DEV_LEGIT_0360,76266,0,Noida,
L00622,SAVINGS,1255,0.96,DEV_LEGIT_0935,138832,0,Coimbatore,
L00623,CURRENT,970,0.89,DEV_LEGIT_0893,214398,0,Chennai,
L00624,SAVINGS,1635,0.87,DEV_LEGIT_0696,40041,0,Kochi,
L00625,SAVINGS,916,1.0,DEV_LEGIT_0897,141270,0,Coimbatore,
L00626,SAVINGS,1814,0.97,DEV_LEGIT_0761,186828,0,Jamtara,
L00627,CURRENT,1596,0.9,DEV_LEGIT_0678,184057,0,Mewat,
L00628,SAVINGS,2041,0.86,DEV_LEGIT_0529,121338,0,Mewat,
L00629,CURRENT,527,0.88,DEV_LEGIT_0590,105483,0,Coimbatore,
L00630,SAVINGS,633,0.92,DEV_LEGIT_0445,91107,0,Hyderabad,
L00631,SAVINGS,1346,0.86,DEV_LEGIT_0675,112840,0,Mumbai,
L00632,SAVINGS,1350,0.91,DEV_LEGIT_0930,64825,0,Coimbatore,
L00633,SAVINGS,1776,0.93,DEV_LEGIT_0448,167229,0,Kolar,
L00634,SAVINGS,920,0.87,DEV_LEGIT_0013,148367,0,Kochi,
L00635,SAVINGS,2831,0.86,DEV_LEGIT_0491,100613,0,Chennai,
L00636,SAVINGS,2534,0.98,DEV_LEGIT_0612,185714,0,Kolar,
L00637,SAVINGS,2775,0.99,DEV_LEGIT_0317,117161,0,Mumbai,
L00638,SAVINGS,1516,0.95,DEV_LEGIT_0164,47970,0,Noida,
L00639,SAVINGS,1172,0.87,DEV_LEGIT_0751,188050,0,Mewat,
L00640,SAVINGS,1672,0.93,DEV_LEGIT_0190,166371,0,Mumbai,
L00641,SAVINGS,1156,1.0,DEV_LEGIT_0771,83533,0,Mewat,
L00642,SAVINGS,2995,0.99,DEV_LEGIT_0487,204537,0,Kolkata,
L00643,SAVINGS,1846,0.9,DEV_LEGIT_0125,42964,0,Jamtara,
L00644,SAVINGS,2984,0.92,DEV_LEGIT_0885,200314,0,Mumbai,
L00645,CURRENT,2340,0.98,DEV_LEGIT_0663,114790,0,Gurugram,
L00646,CURRENT,2418,0.89,DEV_LEGIT_0004,191179,0,Coimbatore,
L00647,SAVINGS,821,0.9,DEV_LEGIT_0424,141012,0,Chennai,
L00648,CURRENT,811,0.89,DEV_LEGIT_0624,36180,0,Jamtara,
L00649,SAVINGS,1323,0.91,DEV_LEGIT_0401,169748,0,Mumbai,
L00650,CURRENT,2866,0.92,DEV_LEGIT_0901,59494,0,Gurugram,
L00651,CURRENT,1143,0.92,DEV_LEGIT_0150,179335,0,Gurugram,
L00652,SAVINGS,963,0.92,DEV_LEGIT_0393,114732,0,Chennai,
L00653,CURRENT,2179,0.86,DEV_LEGIT_0251,199117,0,Mumbai,
L00654,SAVINGS,1644,0.99,DEV_LEGIT_0069,178613,0,Coimbatore,
L00655,SAVINGS,859,0.96,DEV_LEGIT_0237,201123,0,Jamtara,
L00656,SAVINGS,739,0.97,DEV_LEGIT_0494,44692,0,Nellore,
L00657,SAVINGS,2166,0.89,DEV_LEGIT_0355,39385,0,Kochi,
L00658,CURRENT,2915,0.89,DEV_LEGIT_0405,86780,0,Hyderabad,
L00659,CURRENT,1174,0.99,DEV_LEGIT_0258,74534,0,Noida,
L00660,SAVINGS,1918,0.98,DEV_LEGIT_0784,170264,0,Gurugram,
L00661,SAVINGS,1752,0.9,DEV_LEGIT_0656,80856,0,Kolar,
L00662,SAVINGS,1721,0.93,DEV_LEGIT_0298,36157,0,Mumbai,
L00663,SAVINGS,2695,0.93,DEV_LEGIT_0474,174018,0,Hyderabad,
L00664,SAVINGS,939,0.86,DEV_LEGIT_0703,113832,0,Hyderabad,
L00665,SAVINGS,1451,0.88,DEV_LEGIT_0766,76824,0,Hyderabad,
L00666,CURRENT,1084,0.88,DEV_LEGIT_0520,44353,0,Kolkata,
L00667,CURRENT,1290,0.89,DEV_LEGIT_0175,96419,0,Jamtara,
L00668,SAVINGS,1769,0.92,DEV_LEGIT_0071,96864,0,Gurugram,
L00669,SAVINGS,1824,0.87,DEV_LEGIT_0228,140819,0,Mumbai,
L00670,SAVINGS,649,0.87,DEV_LEGIT_0064,84612,0,Hyderabad,
L00671,SAVINGS,588,0.95,DEV_LEGIT_0164,45485,0,Noida,
L00672,SAVINGS,2175,0.95,DEV_LEGIT_0868,70785,0,Noida,
L00673,CURRENT,2256,0.98,DEV_LEGIT_0830,200702,0,Bengaluru,
L00674,SAVINGS,2303,0.95,DEV_LEGIT_0932,196896,0,Hyderabad,
L00675,CURRENT,1397,0.93,DEV_LEGIT_0335,54534,0,Noida,
L00676,SAVINGS,642,0.95,DEV_LEGIT_0517,85069,0,Kolar,
L00677,SAVINGS,982,0.93,DEV_LEGIT_0802,56696,0,Nellore,
L00678,CURRENT,748,0.96,DEV_LEGIT_0490,128810,0,Nellore,
L00679,SAVINGS,1569,0.97,DEV_LEGIT_0415,115356,0,Gurugram,
L00680,SAVINGS,2728,0.95,DEV_LEGIT_0138,127631,0,Jamtara,
L00681,SAVINGS,609,0.91,DEV_LEGIT_0016,86603,0,Jamtara,
L00682,SAVINGS,2416,0.94,DEV_LEGIT_0907,131866,0,Kochi,
L00683,SAVINGS,1736,0.88,DEV_LEGIT_0908,155637,0,Kolar,
L00684,CURRENT,1774,0.94,DEV_LEGIT_0181,129653,0,Mumbai,
L00685,SAVINGS,1182,0.95,DEV_LEGIT_0531,191674,0,Noida,
L00686,SAVINGS,2594,0.94,DEV_LEGIT_0012,161268,0,Mewat,
L00687,SAVINGS,1984,0.89,DEV_LEGIT_0316,177187,0,Noida,
L00688,SAVINGS,662,0.88,DEV_LEGIT_0381,150686,0,Chennai,
L00689,SAVINGS,2715,0.86,DEV_LEGIT_0361,59230,0,Kochi,
L00690,SAVINGS,2775,0.87,DEV_LEGIT_0534,219428,0,Bengaluru,
L00691,SAVINGS,2424,0.9,DEV_LEGIT_0160,121087,0,Kolar,
L00692,SAVINGS,2917,0.89,DEV_LEGIT_0201,40152,0,Kolar,
L00693,CURRENT,1823,0.93,DEV_LEGIT_0060,67309,0,Kochi,
L00694,SAVINGS,933,0.99,DEV_LEGIT_0923,44327,0,Kolar,
L00695,SAVINGS,2537,0.85,DEV_LEGIT_0524,102109,0,Mewat,
L00696,SAVINGS,2116,0.9,DEV_LEGIT_0622,204694,0,Kochi,
L00697,SAVINGS,1842,0.96,DEV_LEGIT_0332,89270,0,Chennai,
L00698,CURRENT,1744,0.94,DEV_LEGIT_0206,91958,0,Bengaluru,
L00699,SAVINGS,2706,0.89,DEV_LEGIT_0941,35205,0,Hyderabad,
L00700,SAVINGS,1329,0.95,DEV_LEGIT_0123,152236,0,Hyderabad,
L00701,SAVINGS,1074,0.95,DEV_LEGIT_0462,202000,0,Mumbai,
L00702,SAVINGS,2099,0.87,DEV_LEGIT_0599,185485,0,Kolar,
L00703,CURRENT,2907,0.92,DEV_LEGIT_0401,93878,0,Bengaluru,
L00704,SAVINGS,980,0.89,DEV_LEGIT_0795,90274,0,Mumbai,
L00705,SAVINGS,1743,0.9,DEV_LEGIT_0043,82079,0,Kolar,
L00706,SAVINGS,1164,0.98,DEV_LEGIT_0950,212161,0,Kolar,
L00707,CURRENT,690,0.97,DEV_LEGIT_0291,106047,0,Gurugram,
L00708,CURRENT,2484,0.86,DEV_LEGIT_0941,93259,0,Kolar,
L00709,SAVINGS,2323,1.0,DEV_LEGIT_0855,117159,0,Coimbatore,
L00710,SAVINGS,2940,1.0,DEV_LEGIT_0925,142802,0,Noida,
L00711,SAVINGS,493,0.91,DEV_LEGIT_0193,159413,0,Kochi,
L00712,SAVINGS,1500,0.87,DEV_LEGIT_0326,151993,0,Mewat,
L00713,SAVINGS,2624,0.96,DEV_LEGIT_0675,174392,0,Nellore,
L00714,SAVINGS,535,0.88,DEV_LEGIT_0772,39752,0,Mewat,
L00715,SAVINGS,2523,0.94,DEV_LEGIT_0086,192242,0,Mumbai,
L00716,SAVINGS,1222,0.87,DEV_LEGIT_0211,123520,0,Nellore,
L00717,SAVINGS,501,0.86,DEV_LEGIT_0299,45549,0,Noida,
L00718,CURRENT,1595,0.93,DEV_LEGIT_0551,78242,0,Jamtara,
L00719,SAVINGS,791,0.89,DEV_LEGIT_0666,108845,0,Mewat,
L00720,SAVINGS,1608,0.98,DEV_LEGIT_0884,184836,0,Jamtara,
L00721,SAVINGS,2331,0.9,DEV_LEGIT_0443,153578,0,Chennai,
L00722,CURRENT,2258,0.93,DEV_LEGIT_0317,101344,0,Noida,
L00723,SAVINGS,964,0.99,DEV_LEGIT_0629,215408,0,Jamtara,
L00724,SAVINGS,2528,0.95,DEV_LEGIT_0381,108248,0,Gurugram,
L00725,SAVINGS,2022,0.91,DEV_LEGIT_0305,207925,0,Bengaluru,
L00726,CURRENT,1111,1.0,DEV_LEGIT_0215,104900,0,Hyderabad,
L00727,SAVINGS,2746,0.86,DEV_LEGIT_0054,127371,0,Coimbatore,
L00728,SAVINGS,2912,0.91,DEV_LEGIT_0720,56302,0,Kolar,
L00729,SAVINGS,871,0.95,DEV_LEGIT_0217,116776,0,Hyderabad,
L00730,SAVINGS,2629,0.99,DEV_LEGIT_0244,155021,0,Mumbai,
L00731,SAVINGS,694,0.92,DEV_LEGIT_0722,146334,0,Gurugram,
L00732,SAVINGS,2375,0.9,DEV_LEGIT_0381,58462,0,Mewat,
L00733,SAVINGS,1904,0.96,DEV_LEGIT_0949,73633,0,Mumbai,
L00734,SAVINGS,2483,0.94,DEV_LEGIT_0730,196303,0,Coimbatore,
L00735,SAVINGS,1284,0.97,DEV_LEGIT_0291,134951,0,Mumbai,
L00736,SAVINGS,1932,0.99,DEV_LEGIT_0635,108317,0,Coimbatore,
L00737,CURRENT,923,0.98,DEV_LEGIT_0508,103736,0,Hyderabad,
L00738,SAVINGS,668,0.9,DEV_LEGIT_0421,121934,0,Noida,
L00739,CURRENT,1666,0.92,DEV_LEGIT_0489,151567,0,Nellore,
L00740,SAVINGS,1057,0.88,DEV_LEGIT_0222,160520,0,Mewat,
L00741,CURRENT,1478,0.88,DEV_LEGIT_0383,168582,0,Mumbai,
L00742,CURRENT,383,0.93,DEV_LEGIT_0712,142419,0,Kochi,
L00743,SAVINGS,2445,0.87,DEV_LEGIT_0357,180396,0,Kochi,
L00744,SAVINGS,1269,0.98,DEV_LEGIT_0862,37387,0,Nellore,
L00745,SAVINGS,2090,0.9,DEV_LEGIT_0541,147919,0,Kolar,
L00746,SAVINGS,638,0.94,DEV_LEGIT_0487,201944,0,Nellore,
L00747,CURRENT,1574,0.92,DEV_LEGIT_0748,43947,0,Kochi,
L00748,SAVINGS,1255,0.94,DEV_LEGIT_0378,100324,0,Mewat,
L00749,SAVINGS,1838,0.97,DEV_LEGIT_0605,151819,0,Bengaluru,
L00750,SAVINGS,1955,0.89,DEV_LEGIT_0025,195264,0,Noida,
L00751,SAVINGS,584,0.85,DEV_LEGIT_0679,123492,0,Chennai,
L00752,CURRENT,2609,0.96,DEV_LEGIT_0429,131829,0,Mewat,
L00753,SAVINGS,1254,0.86,DEV_LEGIT_0330,116739,0,Nellore,
L00754,SAVINGS,1142,0.88,DEV_LEGIT_0879,106540,0,Jamtara,
L00755,SAVINGS,953,0.99,DEV_LEGIT_0518,198459,0,Mumbai,
L00756,CURRENT,704,0.92,DEV_LEGIT_0520,36356,0,Jamtara,
L00757,SAVINGS,1721,1.0,DEV_LEGIT_0451,72340,0,Noida,
L00758,CURRENT,1381,0.99,DEV_LEGIT_0334,178895,0,Gurugram,
L00759,SAVINGS,2525,0.95,DEV_LEGIT_0226,43433,0,Jamtara,
L00760,SAVINGS,2100,0.89,DEV_LEGIT_0491,49279,0,Kochi,
L00761,CURRENT,2088,0.87,DEV_LEGIT_0012,130933,0,Mumbai,
L00762,SAVINGS,2583,0.95,DEV_LEGIT_0937,169825,0,Kolar,
L00763,SAVINGS,1529,0.86,DEV_LEGIT_0025,87891,0,Coimbatore,
L00764,SAVINGS,1829,0.86,DEV_LEGIT_0315,96262,0,Kolar,
L00765,SAVINGS,2644,0.95,DEV_LEGIT_0672,142229,0,Mumbai,
L00766,SAVINGS,1358,0.86,DEV_LEGIT_0068,214043,0,Hyderabad,
L00767,SAVINGS,2841,0.89,DEV_LEGIT_0518,52938,0,Noida,
L00768,SAVINGS,1454,0.94,DEV_LEGIT_0118,55787,0,Hyderabad,
L00769,CURRENT,859,0.92,DEV_LEGIT_0175,151132,0,Coimbatore,
L00770,CURRENT,399,0.9,DEV_LEGIT_0439,162149,0,Mumbai,
L00771,CURRENT,1816,0.92,DEV_LEGIT_0014,151682,0,Coimbatore,
L00772,CURRENT,2238,0.97,DEV_LEGIT_0939,85440,0,Bengaluru,
L00773,SAVINGS,1928,0.97,DEV_LEGIT_0699,195288,0,Mumbai,
L00774,CURRENT,1999,0.87,DEV_LEGIT_0177,111926,0,Chennai,
L00775,SAVINGS,1731,0.94,DEV_LEGIT_0592,45947,0,Chennai,
L00776,SAVINGS,808,1.0,DEV_LEGIT_0540,37049,0,Hyderabad,
L00777,CURRENT,449,0.92,DEV_LEGIT_0439,58600,0,Hyderabad,
L00778,SAVINGS,1027,0.9,DEV_LEGIT_0489,170212,0,Noida,
L00779,SAVINGS,1546,0.99,DEV_LEGIT_0875,99723,0,Kolar,
L00780,SAVINGS,677,0.88,DEV_LEGIT_0463,93276,0,Gurugram,
L00781,SAVINGS,1691,0.85,DEV_LEGIT_0940,100643,0,Bengaluru,
L00782,SAVINGS,2759,0.89,DEV_LEGIT_0050,163566,0,Coimbatore,
L00783,SAVINGS,2945,0.96,DEV_LEGIT_0109,147869,0,Kolkata,
